transaction_id;transaction_date;amount;card_num;oper_type;oper_result;terminal
43845789347;2021-03-01 00:00:01;1046,40;4513 5880 2369 1799;PAYMENT;SUCCESS;P5456
43845789803;2021-03-01 00:00:05;6254,20;4422 8510 8242 3474;PAYMENT;SUCCESS;P1113
43845790032;2021-03-01 00:00:12;1413,90;4600 5574 2101 5919;PAYMENT;SUCCESS;P6946
43845790080;2021-03-01 00:00:14;1200,00;2343 9229 2085 3223;WITHDRAW;REJECT;A5083
43845790198;2021-03-01 00:00:22;7000,00;5757 4476 6224 7806;WITHDRAW;SUCCESS;A6481
43845790991;2021-03-01 00:00:31;9600,00;5510 4999 1668 3676;DEPOSIT;SUCCESS;A6821
43845791720;2021-03-01 00:00:39;1100,00;2931 7848 3041 1492;WITHDRAW;SUCCESS;A5652
43845792418;2021-03-01 00:00:45;6700,00;4547 1618 3819 4191;DEPOSIT;SUCCESS;A5083
43845793151;2021-03-01 00:00:46;7800,00;5810 2951 8117 5437;WITHDRAW;SUCCESS;A4956
43845793215;2021-03-01 00:00:52;4300,00;4830 5530 9362 3755;DEPOSIT;SUCCESS;A1642
43845793410;2021-03-01 00:01:02;2200,00;5810 8922 1340 2842;DEPOSIT;SUCCESS;A1553
43845794191;2021-03-01 00:01:12;100,00;4770 2998 9499 6994;DEPOSIT;SUCCESS;A9547
43845794894;2021-03-01 00:01:19;7781,10;2297 5825 3755 3296;PAYMENT;SUCCESS;P7575
43845795389;2021-03-01 00:01:27;2500,00;4650 6757 5832 5629;DEPOSIT;SUCCESS;A6755
43845795622;2021-03-01 00:01:30;1477,30;4441 3670 9758 8198;PAYMENT;SUCCESS;P5758
43845796411;2021-03-01 00:01:34;2558,30;5817 5267 1135 9080;PAYMENT;SUCCESS;P3128
43845796890;2021-03-01 00:01:36;7500,00;5360 6606 7024 6874;DEPOSIT;SUCCESS;A5830
43845797824;2021-03-01 00:01:41;5627,90;4296 9054 7346 2895;PAYMENT;REJECT;P8712
43845798692;2021-03-01 00:01:46;6345,10;2559 9720 7972 5979;PAYMENT;SUCCESS;P5930
43845799003;2021-03-01 00:01:52;1461,40;5145 7320 9822 2030;PAYMENT;SUCCESS;P3292
43845799698;2021-03-01 00:02:01;3900,00;5685 1643 3394 3714;DEPOSIT;SUCCESS;A9547
43845800280;2021-03-01 00:02:02;8400,00;5400 5072 1464 2202;WITHDRAW;SUCCESS;A6204
43845800988;2021-03-01 00:02:08;7700,00;5587 4490 3995 7280;DEPOSIT;SUCCESS;A3231
43845801917;2021-03-01 00:02:10;7871,60;5492 8520 1279 4426;PAYMENT;SUCCESS;P1107
43845802011;2021-03-01 00:02:15;9200,00;4630 9008 2899 2308;WITHDRAW;SUCCESS;A4418
43845802430;2021-03-01 00:02:23;4265,20;2407 8127 7420 9639;PAYMENT;SUCCESS;P8946
43845802780;2021-03-01 00:02:30;2794,70;2696 7847 9960 9133;PAYMENT;SUCCESS;P8712
43845803439;2021-03-01 00:02:38;8726,10;5888 3481 1436 7828;PAYMENT;REJECT;P6958
43845803931;2021-03-01 00:02:48;1300,60;5342 7470 8551 2896;PAYMENT;SUCCESS;P5262
43845804793;2021-03-01 00:02:56;2500,00;4630 9008 2899 2308;WITHDRAW;SUCCESS;A4418
43845805417;2021-03-01 00:03:00;6521,00;2407 8127 7420 9639;PAYMENT;SUCCESS;P3462
43845806348;2021-03-01 00:03:08;8700,00;5524 8617 8385 5899;DEPOSIT;SUCCESS;A1553
43845806522;2021-03-01 00:03:17;312,80;2468 9848 4684 1182;PAYMENT;SUCCESS;P7869
43845807259;2021-03-01 00:03:20;4300,00;4809 2924 9538 9622;DEPOSIT;SUCCESS;A6766
43845807377;2021-03-01 00:03:24;6800,00;5727 3333 6396 8638;DEPOSIT;SUCCESS;A1203
43845807866;2021-03-01 00:03:28;4500,00;2532 5413 6970 8517;DEPOSIT;SUCCESS;A6672
43845808027;2021-03-01 00:03:36;8228,30;5612 1030 8074 4819;PAYMENT;REJECT;P9606
43845808907;2021-03-01 00:03:37;6600,00;5725 2998 6407 8015;WITHDRAW;SUCCESS;A5301
43845809245;2021-03-01 00:03:42;7235,80;2569 2920 7434 6127;PAYMENT;REJECT;P5456
43845810084;2021-03-01 00:03:43;500,00;5454 4572 2437 8978;WITHDRAW;SUCCESS;A2293
43845810208;2021-03-01 00:03:49;9399,70;5888 3481 1436 7828;PAYMENT;SUCCESS;P6958
43845810602;2021-03-01 00:03:52;8400,00;5908 2483 6008 2322;DEPOSIT;SUCCESS;A6204
43845811195;2021-03-01 00:03:55;9900,00;4833 8834 8453 9638;DEPOSIT;SUCCESS;A1096
43845811358;2021-03-01 00:04:01;1765,60;2490 7277 7157 8776;PAYMENT;SUCCESS;P8225
43845811459;2021-03-01 00:04:09;1600,00;2297 5825 3755 3296;WITHDRAW;SUCCESS;A8616
43845812159;2021-03-01 00:04:13;9736,20;2301 4248 3167 6425;PAYMENT;SUCCESS;P4705
43845812378;2021-03-01 00:04:17;6902,50;4582 5365 1742 8442;PAYMENT;SUCCESS;P8667
43845813195;2021-03-01 00:04:27;5300,00;5468 8524 2045 4562;WITHDRAW;SUCCESS;A6714
43845813707;2021-03-01 00:04:37;9294,80;5561 5823 9271 3878;PAYMENT;SUCCESS;P7869
43845814594;2021-03-01 00:04:43;9300,00;5554 4409 3010 5096;WITHDRAW;SUCCESS;A7368
43845814817;2021-03-01 00:04:44;9200,00;2393 8762 8039 9540;WITHDRAW;SUCCESS;A8107
43845815755;2021-03-01 00:04:45;5600,00;4650 6757 5832 5629;WITHDRAW;SUCCESS;A6755
43845816101;2021-03-01 00:04:55;6639,80;5874 8143 5277 7399;PAYMENT;SUCCESS;P9606
43845816864;2021-03-01 00:05:02;6300,00;2424 2804 5385 7964;WITHDRAW;SUCCESS;A4956
43845817388;2021-03-01 00:05:06;4700,00;4770 2998 9499 6994;WITHDRAW;SUCCESS;A6766
43845817553;2021-03-01 00:05:13;2226,10;2407 8127 7420 9639;PAYMENT;SUCCESS;P4829
43845818289;2021-03-01 00:05:19;1800,00;5524 8617 8385 5899;WITHDRAW;SUCCESS;A3939
43845819021;2021-03-01 00:05:29;3059,40;5464 3141 3504 8481;PAYMENT;SUCCESS;P3149
43845819975;2021-03-01 00:05:31;9290,10;4714 5486 8211 6044;PAYMENT;REJECT;P1397
43845820193;2021-03-01 00:05:36;6400,00;5901 3598 1337 3802;WITHDRAW;SUCCESS;A6603
43845820329;2021-03-01 00:05:46;1300,00;5883 8925 8281 2462;WITHDRAW;SUCCESS;A8107
43845820919;2021-03-01 00:05:53;6920,30;4625 9989 7220 3160;PAYMENT;SUCCESS;P1949
43845821133;2021-03-01 00:06:01;6581,20;2811 2188 1259 5786;PAYMENT;SUCCESS;P2829
43845821215;2021-03-01 00:06:10;1995,10;2262 6913 4889 1910;PAYMENT;SUCCESS;P6147
43845821484;2021-03-01 00:06:13;3337,40;2212 8320 8266 8421;PAYMENT;SUCCESS;P6946
43845821661;2021-03-01 00:06:17;1233,80;5145 7320 9822 2030;PAYMENT;SUCCESS;P5893
43845821777;2021-03-01 00:06:23;3700,00;5446 7140 1709 4871;DEPOSIT;SUCCESS;A2293
43845822367;2021-03-01 00:06:26;7988,90;2468 9848 4684 1182;PAYMENT;SUCCESS;P7869
43845822857;2021-03-01 00:06:35;705,60;5305 5722 5427 6611;PAYMENT;SUCCESS;P7575
43845823774;2021-03-01 00:06:39;9800,00;4684 5479 6084 7623;WITHDRAW;SUCCESS;A8107
43845824329;2021-03-01 00:06:42;1262,50;4965 8025 2389 7324;PAYMENT;SUCCESS;P1594
43845825162;2021-03-01 00:06:47;3700,00;4261 4031 7274 3581;DEPOSIT;SUCCESS;A1096
43845825485;2021-03-01 00:06:48;3500,00;2839 6505 5906 9646;WITHDRAW;SUCCESS;A6773
43845825900;2021-03-01 00:06:50;7353,00;5342 7470 8551 2896;PAYMENT;SUCCESS;P5262
43845825997;2021-03-01 00:06:57;5534,60;4218 6695 9574 6745;PAYMENT;SUCCESS;P3218
43845826195;2021-03-01 00:07:04;1160,50;2216 1838 4362 6526;PAYMENT;SUCCESS;P6759
43845826916;2021-03-01 00:07:06;1500,00;4650 6757 5832 5629;WITHDRAW;SUCCESS;A6204
43845827454;2021-03-01 00:07:14;5700,00;5810 2951 8117 5437;WITHDRAW;SUCCESS;A1099
43845828244;2021-03-01 00:07:16;3958,60;4136 7653 1883 9425;PAYMENT;SUCCESS;P8663
43845828825;2021-03-01 00:07:23;6500,00;2360 8774 2108 8475;WITHDRAW;SUCCESS;A8616
43845829585;2021-03-01 00:07:28;3757,20;4714 5486 8211 6044;PAYMENT;SUCCESS;P1107
43845830565;2021-03-01 00:07:34;1721,30;4231 4627 6468 8696;PAYMENT;SUCCESS;P5839
43845830779;2021-03-01 00:07:35;2058,10;4941 9746 6853 5012;PAYMENT;SUCCESS;P9579
43845830990;2021-03-01 00:07:45;1064,60;2619 3189 8696 6696;PAYMENT;SUCCESS;P3218
43845831779;2021-03-01 00:07:55;5200,00;5360 6606 7024 6874;WITHDRAW;SUCCESS;A5830
43845832324;2021-03-01 00:07:57;5000,00;5725 2998 6407 8015;WITHDRAW;SUCCESS;A5301
43845832635;2021-03-01 00:08:01;1800,00;4394 1011 3271 7516;WITHDRAW;SUCCESS;A5128
43845833323;2021-03-01 00:08:02;206,00;2292 2919 2374 9191;PAYMENT;SUCCESS;P8667
43845834185;2021-03-01 00:08:04;10000,00;5230 7866 7162 4504;WITHDRAW;SUCCESS;A8107
43845834912;2021-03-01 00:08:05;300,00;5360 6606 7024 6874;WITHDRAW;SUCCESS;A5830
43845835504;2021-03-01 00:08:09;8000,00;2553 3401 4451 2166;WITHDRAW;SUCCESS;A8616
43845835682;2021-03-01 00:08:12;7600,00;2656 3722 2133 8655;DEPOSIT;SUCCESS;A7800
43845836211;2021-03-01 00:08:22;5600,00;2880 8459 2898 1782;WITHDRAW;SUCCESS;A5301
43845836250;2021-03-01 00:08:26;700,00;4809 2924 9538 9622;DEPOSIT;SUCCESS;A6766
43845836826;2021-03-01 00:08:27;4600,00;5524 8617 8385 5899;WITHDRAW;SUCCESS;A3939
43845837788;2021-03-01 00:08:37;2900,00;5965 1879 6160 4181;WITHDRAW;SUCCESS;A6672
43845838648;2021-03-01 00:08:40;394,20;2619 3189 8696 6696;PAYMENT;SUCCESS;P3218
43845839529;2021-03-01 00:08:49;5600,00;4812 2797 9952 8481;WITHDRAW;SUCCESS;A8107
43845839772;2021-03-01 00:08:57;1241,30;4243 6488 4324 6675;PAYMENT;SUCCESS;P6759
43845839915;2021-03-01 00:09:04;8600,00;4325 6726 3207 8927;WITHDRAW;SUCCESS;A5652
43845840664;2021-03-01 00:09:11;6800,00;2171 6670 7783 5859;WITHDRAW;SUCCESS;A1642
43845841327;2021-03-01 00:09:19;6000,00;2121 3653 4477 1121;DEPOSIT;SUCCESS;A3939
43845841393;2021-03-01 00:09:29;775,40;4809 2924 9538 9622;PAYMENT;SUCCESS;P6541
43845842222;2021-03-01 00:09:35;2400,00;4606 2103 9690 8252;DEPOSIT;SUCCESS;A4956
43845843207;2021-03-01 00:09:38;9700,00;4136 7653 1883 9425;WITHDRAW;SUCCESS;A1096
43845843693;2021-03-01 00:09:48;9000,00;5145 7320 9822 2030;DEPOSIT;SUCCESS;A6069
43845844464;2021-03-01 00:09:49;9300,00;5965 1879 6160 4181;DEPOSIT;SUCCESS;A6672
43845845320;2021-03-01 00:09:56;8300,00;4770 2998 9499 6994;WITHDRAW;SUCCESS;A6766
43845846218;2021-03-01 00:10:05;7280,00;5757 4476 6224 7806;PAYMENT;SUCCESS;P1887
43845846323;2021-03-01 00:10:09;4800,00;5685 1643 3394 3714;DEPOSIT;SUCCESS;A9547
43845846594;2021-03-01 00:10:11;4576,70;4812 2797 9952 8481;PAYMENT;SUCCESS;P9978
43845847469;2021-03-01 00:10:12;8700,00;5706 4419 1074 9868;WITHDRAW;REJECT;A9748
43845847938;2021-03-01 00:10:13;6400,00;4878 7072 4028 5411;WITHDRAW;SUCCESS;A4418
43845848324;2021-03-01 00:10:19;7400,00;2931 7848 3041 1492;WITHDRAW;SUCCESS;A8676
43845848839;2021-03-01 00:10:24;8738,90;4941 9746 6853 5012;PAYMENT;SUCCESS;P9579
43845849074;2021-03-01 00:10:34;7900,00;5506 2578 7002 7224;WITHDRAW;SUCCESS;A9878
43845849413;2021-03-01 00:10:37;4900,00;4268 6328 7280 8744;WITHDRAW;SUCCESS;A1642
43845850344;2021-03-01 00:10:46;8500,00;2222 7550 5577 7511;DEPOSIT;SUCCESS;A7709
43845850402;2021-03-01 00:10:51;7800,00;5810 8922 1340 2842;WITHDRAW;REJECT;A3786
43845851167;2021-03-01 00:10:55;7467,60;5400 2011 8289 7637;PAYMENT;SUCCESS;P1594
43845851750;2021-03-01 00:11:04;5100,00;4156 8103 2566 3980;WITHDRAW;SUCCESS;A1099
43845851999;2021-03-01 00:11:06;8410,00;2784 4402 4518 9428;PAYMENT;SUCCESS;P8714
43845852800;2021-03-01 00:11:12;2247,70;2171 6670 7783 5859;PAYMENT;SUCCESS;P1113
43845853371;2021-03-01 00:11:17;5800,00;5388 7275 4625 4127;DEPOSIT;SUCCESS;A5083
43845853414;2021-03-01 00:11:22;5234,10;5467 2148 6518 4288;PAYMENT;SUCCESS;P2250
43845854270;2021-03-01 00:11:27;4100,00;5142 6328 5439 2863;DEPOSIT;SUCCESS;A9748
43845854464;2021-03-01 00:11:37;6700,00;5706 4419 1074 9868;WITHDRAW;SUCCESS;A5235
43845855285;2021-03-01 00:11:43;9300,00;5706 4419 1074 9868;DEPOSIT;SUCCESS;A9748
43845856124;2021-03-01 00:11:52;7100,00;4524 6589 6054 8200;WITHDRAW;SUCCESS;A6481
43845856916;2021-03-01 00:11:57;3200,00;4435 6757 7898 4375;DEPOSIT;SUCCESS;A8676
43845857706;2021-03-01 00:12:03;2200,00;2569 2920 7434 6127;DEPOSIT;SUCCESS;A7709
43845858426;2021-03-01 00:12:13;7870,30;5230 7866 7162 4504;PAYMENT;SUCCESS;P9978
43845858966;2021-03-01 00:12:19;3268,50;4268 6328 7280 8744;PAYMENT;SUCCESS;P1113
43845859797;2021-03-01 00:12:29;730,70;5562 6081 4843 5572;PAYMENT;SUCCESS;P9977
43845860340;2021-03-01 00:12:36;7000,00;4363 1583 1755 1623;DEPOSIT;SUCCESS;A7800
43845860796;2021-03-01 00:12:38;9800,00;4938 5503 4877 6080;DEPOSIT;SUCCESS;A5301
43845861526;2021-03-01 00:12:46;9900,00;4156 8103 2566 3980;DEPOSIT;REJECT;A1099
43845862360;2021-03-01 00:12:52;3647,00;5897 3887 5950 2059;PAYMENT;SUCCESS;P1459
43845863005;2021-03-01 00:12:56;2200,00;4650 6757 5832 5629;WITHDRAW;SUCCESS;A6204
43845863429;2021-03-01 00:13:00;5494,80;4394 1011 3271 7516;PAYMENT;SUCCESS;P2046
43845863723;2021-03-01 00:13:06;9700,00;4313 4214 1150 6198;DEPOSIT;SUCCESS;A7800
43845864152;2021-03-01 00:13:13;8509,40;2960 7155 8356 5653;PAYMENT;SUCCESS;P5262
43845864637;2021-03-01 00:13:16;8674,10;4812 2797 9952 8481;PAYMENT;SUCCESS;P9978
43845865417;2021-03-01 00:13:24;743,80;2584 2622 5927 1055;PAYMENT;SUCCESS;P9579
43845865643;2021-03-01 00:13:26;2195,20;5597 8185 3602 8468;PAYMENT;SUCCESS;P4705
43845865744;2021-03-01 00:13:36;8000,00;4313 4214 1150 6198;WITHDRAW;SUCCESS;A7800
43845866603;2021-03-01 00:13:45;8349,00;2301 4248 3167 6425;PAYMENT;SUCCESS;P2285
43845867133;2021-03-01 00:13:49;2119,90;4363 3791 4850 9502;PAYMENT;SUCCESS;P5930
43845867453;2021-03-01 00:13:55;4296,50;5464 3141 3504 8481;PAYMENT;SUCCESS;P3149
43845868398;2021-03-01 00:14:03;5936,90;2407 8127 7420 9639;PAYMENT;REJECT;P4829
43845868516;2021-03-01 00:14:09;7500,00;4363 1583 1755 1623;WITHDRAW;SUCCESS;A8966
43845868613;2021-03-01 00:14:18;2000,00;2360 8774 2108 8475;DEPOSIT;SUCCESS;A8616
43845868898;2021-03-01 00:14:22;4400,00;5916 5383 9079 2715;WITHDRAW;SUCCESS;A8725
43845869729;2021-03-01 00:14:28;4600,00;4980 6330 7959 3914;WITHDRAW;SUCCESS;A1642
43845870624;2021-03-01 00:14:33;4100,00;4601 7811 1351 3015;WITHDRAW;SUCCESS;A7275
43845871493;2021-03-01 00:14:36;8464,20;4863 3462 7516 3202;PAYMENT;SUCCESS;P4829
43845871941;2021-03-01 00:14:43;7900,00;5425 5451 3702 7493;DEPOSIT;REJECT;A3800
43845872784;2021-03-01 00:14:49;989,90;2393 4132 4267 2153;PAYMENT;SUCCESS;P5456
43845873260;2021-03-01 00:14:57;4216,20;5959 2748 7407 5591;PAYMENT;SUCCESS;P3128
43845874175;2021-03-01 00:15:01;6500,00;2998 2023 5808 7610;WITHDRAW;SUCCESS;A2822
43845874452;2021-03-01 00:15:06;3766,50;4684 5479 6084 7623;PAYMENT;SUCCESS;P9978
43845874940;2021-03-01 00:15:11;9024,10;2784 4402 4518 9428;PAYMENT;SUCCESS;P8714
43845875778;2021-03-01 00:15:12;2968,70;5518 9652 9943 3164;PAYMENT;SUCCESS;P8663
43845876011;2021-03-01 00:15:13;9700,00;4190 6637 1502 7570;WITHDRAW;SUCCESS;A2758
43845876417;2021-03-01 00:15:17;5000,00;5142 6328 5439 2863;WITHDRAW;SUCCESS;A9748
43845876770;2021-03-01 00:15:18;300,00;5165 2868 7197 8121;DEPOSIT;SUCCESS;A4418
43845877744;2021-03-01 00:15:20;3600,00;2714 5267 7278 9344;DEPOSIT;SUCCESS;A9109
43845878303;2021-03-01 00:15:24;7300,00;2711 6654 6963 4653;DEPOSIT;SUCCESS;A2758
43845879137;2021-03-01 00:15:28;2300,00;5400 5072 1464 2202;DEPOSIT;SUCCESS;A9109
43845879780;2021-03-01 00:15:37;7400,00;4110 5366 9118 4790;DEPOSIT;SUCCESS;A9878
43845879820;2021-03-01 00:15:45;9390,80;2553 3401 4451 2166;PAYMENT;SUCCESS;P7575
43845879975;2021-03-01 00:15:46;8234,40;5883 8925 8281 2462;PAYMENT;SUCCESS;P9978
43845880382;2021-03-01 00:15:50;6900,00;5977 4718 2395 1826;WITHDRAW;SUCCESS;A6204
43845880555;2021-03-01 00:15:55;4135,60;2979 3180 6757 7577;PAYMENT;SUCCESS;P1201
43845881158;2021-03-01 00:15:57;3600,00;2128 3096 1827 9189;WITHDRAW;SUCCESS;A9052
43845881896;2021-03-01 00:16:06;5003,30;4231 4627 6468 8696;PAYMENT;SUCCESS;P5930
43845882439;2021-03-01 00:16:14;2600,00;2104 8730 9485 7673;DEPOSIT;SUCCESS;A5083
43845883345;2021-03-01 00:16:17;6951,70;4625 9989 7220 3160;PAYMENT;SUCCESS;P1949
43845883659;2021-03-01 00:16:21;4400,00;4451 2457 5402 6494;DEPOSIT;SUCCESS;A2758
43845883911;2021-03-01 00:16:23;8300,00;2159 3826 7813 2887;DEPOSIT;REJECT;A6755
43845883977;2021-03-01 00:16:24;9261,10;5874 8143 5277 7399;PAYMENT;SUCCESS;P9606
43845884279;2021-03-01 00:16:26;9600,00;4325 6726 3207 8927;DEPOSIT;SUCCESS;A6387
43845884781;2021-03-01 00:16:35;5276,50;5685 1643 3394 3714;PAYMENT;SUCCESS;P6541
43845885772;2021-03-01 00:16:45;6000,00;4851 3365 4950 5342;WITHDRAW;SUCCESS;A4322
43845886568;2021-03-01 00:16:53;8917,40;5265 8251 2877 1828;PAYMENT;SUCCESS;P1594
43845886890;2021-03-01 00:16:56;1900,00;4547 1618 3819 4191;DEPOSIT;SUCCESS;A5083
43845887055;2021-03-01 00:17:04;8700,00;2468 9848 4684 1182;WITHDRAW;SUCCESS;A8367
43845887738;2021-03-01 00:17:11;9141,70;5388 7275 4625 4127;PAYMENT;SUCCESS;P8114
43845888079;2021-03-01 00:17:18;7524,30;5888 3481 1436 7828;PAYMENT;SUCCESS;P6958
43845888756;2021-03-01 00:17:28;800,00;5721 9627 7209 2538;DEPOSIT;REJECT;A8244
43845889207;2021-03-01 00:17:31;9000,00;4524 6589 6054 8200;WITHDRAW;SUCCESS;A7919
43845889723;2021-03-01 00:17:41;8319,30;4709 4592 6306 2366;PAYMENT;SUCCESS;P9606
43845890675;2021-03-01 00:17:46;2573,60;2559 9720 7972 5979;PAYMENT;SUCCESS;P5930
43845891270;2021-03-01 00:17:51;7700,00;4268 6328 7280 8744;DEPOSIT;SUCCESS;A1642
43845891395;2021-03-01 00:17:57;3200,00;2569 2920 7434 6127;DEPOSIT;SUCCESS;A7709
43845892230;2021-03-01 00:18:04;900,00;5721 9627 7209 2538;WITHDRAW;SUCCESS;A5602
43845893083;2021-03-01 00:18:06;7754,70;5230 7866 7162 4504;PAYMENT;SUCCESS;P9978
43845893825;2021-03-01 00:18:13;113,80;5821 5328 3821 9503;PAYMENT;SUCCESS;P9977
43845893848;2021-03-01 00:18:15;8900,00;2121 3653 4477 1121;WITHDRAW;SUCCESS;A3939
43845894240;2021-03-01 00:18:22;4203,80;4231 4627 6468 8696;PAYMENT;SUCCESS;P5839
43845894436;2021-03-01 00:18:28;6400,00;2931 7848 3041 1492;WITHDRAW;SUCCESS;A6387
43845894916;2021-03-01 00:18:32;5000,00;5916 5383 9079 2715;DEPOSIT;SUCCESS;A5301
43845895074;2021-03-01 00:18:40;2201,90;2297 5825 3755 3296;PAYMENT;SUCCESS;P7575
43845895594;2021-03-01 00:18:42;4800,00;5360 6606 7024 6874;WITHDRAW;SUCCESS;A8616
43845895865;2021-03-01 00:18:43;5166,10;5492 4860 3908 4984;PAYMENT;SUCCESS;P7403
43845896814;2021-03-01 00:18:53;8113,90;2714 8073 9433 4375;PAYMENT;SUCCESS;P1949
43845896843;2021-03-01 00:18:57;2662,50;5595 2602 1913 4202;PAYMENT;SUCCESS;P8410
43845897335;2021-03-01 00:19:02;143,90;4363 3791 4850 9502;PAYMENT;SUCCESS;P5930
43845897398;2021-03-01 00:19:11;3100,00;4625 9989 7220 3160;DEPOSIT;SUCCESS;A4352
43845898262;2021-03-01 00:19:21;978,40;2784 4402 4518 9428;PAYMENT;SUCCESS;P8714
43845898582;2021-03-01 00:19:27;3100,00;2222 7550 5577 7511;DEPOSIT;SUCCESS;A7709
43845899447;2021-03-01 00:19:29;5803,50;2222 7550 5577 7511;PAYMENT;SUCCESS;P5456
43845899871;2021-03-01 00:19:30;6209,60;2947 2000 9410 9746;PAYMENT;SUCCESS;P7575
43845899914;2021-03-01 00:19:33;6900,00;2973 2961 1325 4200;WITHDRAW;SUCCESS;A7483
43845900769;2021-03-01 00:19:38;420,70;4630 9008 2899 2308;PAYMENT;SUCCESS;P2585
43845901046;2021-03-01 00:19:43;5369,80;2490 7277 7157 8776;PAYMENT;SUCCESS;P8225
43845901486;2021-03-01 00:19:44;6700,00;5554 4409 3010 5096;WITHDRAW;REJECT;A7368
