transaction_id;transaction_date;amount;card_num;oper_type;oper_result;terminal
43861571418;2021-03-03 00:00:03;3793,30;4231 4627 6468 8696;PAYMENT;SUCCESS;P5839
43861572387;2021-03-03 00:00:13;1600,00;4296 9054 7346 2895;DEPOSIT;SUCCESS;A7800
43861573221;2021-03-03 00:00:14;7600,00;5360 6606 7024 6874;DEPOSIT;REJECT;A5830
43861573435;2021-03-03 00:00:23;7603,70;4965 8025 2389 7324;PAYMENT;SUCCESS;P7403
43861573661;2021-03-03 00:00:25;9305,70;2960 7155 8356 5653;PAYMENT;REJECT;P8225
43861573921;2021-03-03 00:00:28;5334,60;4311 1618 6334 8798;PAYMENT;SUCCESS;P6335
43861574209;2021-03-03 00:00:37;1367,90;5265 8251 2877 1828;PAYMENT;SUCCESS;P7403
43861574276;2021-03-03 00:00:46;4691,30;4547 1618 3819 4191;PAYMENT;SUCCESS;P8114
43861574524;2021-03-03 00:00:50;400,00;5524 8617 8385 5899;DEPOSIT;SUCCESS;A3939
43861574737;2021-03-03 00:00:54;1065,50;2360 8774 2108 8475;PAYMENT;SUCCESS;P7575
43861575049;2021-03-03 00:01:03;500,00;2424 2804 5385 7964;WITHDRAW;SUCCESS;A9052
43861576029;2021-03-03 00:01:08;9700,00;4136 7653 1883 9425;DEPOSIT;SUCCESS;A7985
43861576229;2021-03-03 00:01:15;6800,00;4519 8419 3794 1151;WITHDRAW;SUCCESS;A1882
43861576385;2021-03-03 00:01:17;4355,70;2357 4514 4518 4253;PAYMENT;SUCCESS;P8714
43861577107;2021-03-03 00:01:26;10000,00;4625 9989 7220 3160;WITHDRAW;SUCCESS;A4352
43861577443;2021-03-03 00:01:34;8400,00;4136 7653 1883 9425;WITHDRAW;SUCCESS;A1096
43861578083;2021-03-03 00:01:39;8100,00;2124 5441 4930 1032;WITHDRAW;SUCCESS;A8107
43861578956;2021-03-03 00:01:49;8800,00;2979 3180 6757 7577;DEPOSIT;SUCCESS;A7123
43861579354;2021-03-03 00:01:56;7700,00;5757 4476 6224 7806;WITHDRAW;SUCCESS;A7919
43861580229;2021-03-03 00:02:01;6081,80;5446 6670 1423 1862;PAYMENT;SUCCESS;P2250
43861580307;2021-03-03 00:02:09;8700,00;4547 1618 3819 4191;DEPOSIT;SUCCESS;A5083
43861580394;2021-03-03 00:02:15;2496,40;5165 2868 7197 8121;PAYMENT;SUCCESS;P1203
43861580628;2021-03-03 00:02:22;4900,00;5810 2951 8117 5437;WITHDRAW;SUCCESS;A1099
43861581488;2021-03-03 00:02:31;4400,00;5510 4999 1668 3676;WITHDRAW;SUCCESS;A6821
43861581839;2021-03-03 00:02:37;9500,00;4261 4031 7274 3581;DEPOSIT;SUCCESS;A7985
43861582819;2021-03-03 00:02:45;6204,40;2644 4469 1396 9953;PAYMENT;SUCCESS;P5893
43861583793;2021-03-03 00:02:52;3200,00;5916 5383 9079 2715;DEPOSIT;SUCCESS;A3800
43861584472;2021-03-03 00:03:02;3900,00;2297 5825 3755 3296;DEPOSIT;REJECT;A8616
43861584741;2021-03-03 00:03:06;8900,00;4601 7811 1351 3015;WITHDRAW;SUCCESS;A8454
43861584851;2021-03-03 00:03:07;1200,00;2184 5218 2570 8401;WITHDRAW;REJECT;A6659
43861585008;2021-03-03 00:03:15;4692,90;2532 5413 6970 8517;PAYMENT;SUCCESS;P3451
43861585790;2021-03-03 00:03:18;6000,00;2222 7550 5577 7511;DEPOSIT;SUCCESS;A1641
43861586288;2021-03-03 00:03:23;3494,40;5589 8831 4743 4967;PAYMENT;SUCCESS;P9974
43861586441;2021-03-03 00:03:26;1900,00;2931 7848 3041 1492;DEPOSIT;SUCCESS;A8676
43861587221;2021-03-03 00:03:30;9200,00;5810 2951 8117 5437;DEPOSIT;SUCCESS;A9052
43861587734;2021-03-03 00:03:31;8400,00;2670 2925 6125 2319;DEPOSIT;SUCCESS;A5652
43861588145;2021-03-03 00:03:35;3114,40;2124 5441 4930 1032;PAYMENT;SUCCESS;P9978
43861588285;2021-03-03 00:03:43;865,00;5400 2011 8289 7637;PAYMENT;SUCCESS;P7403
43861588547;2021-03-03 00:03:49;8824,30;4709 4592 6306 2366;PAYMENT;REJECT;P9606
43861588583;2021-03-03 00:03:59;3215,40;4363 1583 1755 1623;PAYMENT;REJECT;P8712
43861588844;2021-03-03 00:04:07;8600,00;2490 7277 7157 8776;WITHDRAW;SUCCESS;A8312
43861589803;2021-03-03 00:04:10;9615,00;5145 7320 9822 2030;PAYMENT;SUCCESS;P3292
43861590764;2021-03-03 00:04:16;3293,80;2225 2098 4173 2524;PAYMENT;REJECT;P3814
43861591012;2021-03-03 00:04:26;4900,00;4669 5688 3704 5181;DEPOSIT;SUCCESS;A6387
43861591437;2021-03-03 00:04:33;7709,90;4218 6695 9574 6745;PAYMENT;SUCCESS;P6949
43861592378;2021-03-03 00:04:40;3600,00;4625 9989 7220 3160;DEPOSIT;SUCCESS;A9314
43861592752;2021-03-03 00:04:44;3022,70;4477 4419 6377 1735;PAYMENT;SUCCESS;P7869
43861593743;2021-03-03 00:04:46;4100,00;5400 2011 8289 7637;DEPOSIT;SUCCESS;A3275
43861594014;2021-03-03 00:04:48;4586,70;2973 2961 1325 4200;PAYMENT;SUCCESS;P8262
43861594197;2021-03-03 00:04:50;2585,70;5165 2868 7197 8121;PAYMENT;SUCCESS;P2585
43861594970;2021-03-03 00:04:56;6800,00;2553 3401 4451 2166;WITHDRAW;SUCCESS;A5830
43861595364;2021-03-03 00:05:04;2300,00;2297 5825 3755 3296;DEPOSIT;REJECT;A8616
43861595633;2021-03-03 00:05:09;4101,90;2811 2188 1259 5786;PAYMENT;SUCCESS;P2829
43861595895;2021-03-03 00:05:18;8191,20;4336 1862 9716 9542;PAYMENT;SUCCESS;P9889
43861595955;2021-03-03 00:05:20;2369,20;5446 6670 1423 1862;PAYMENT;REJECT;P9037
43861596027;2021-03-03 00:05:30;9426,00;4363 3791 4850 9502;PAYMENT;SUCCESS;P2230
43861596181;2021-03-03 00:05:34;165,00;4809 2924 9538 9622;PAYMENT;SUCCESS;P6541
43861596350;2021-03-03 00:05:40;2000,00;2973 2961 1325 4200;DEPOSIT;SUCCESS;A2293
43861596391;2021-03-03 00:05:48;3782,10;5587 4490 3995 7280;PAYMENT;SUCCESS;P6335
43861596555;2021-03-03 00:05:56;6118,40;4892 2376 2685 8716;PAYMENT;SUCCESS;P6162
43861597372;2021-03-03 00:06:02;8300,00;4547 1618 3819 4191;WITHDRAW;SUCCESS;A5083
43861597909;2021-03-03 00:06:09;6100,00;5977 4718 2395 1826;DEPOSIT;SUCCESS;A6755
43861598751;2021-03-03 00:06:17;6113,90;2839 6505 5906 9646;PAYMENT;SUCCESS;P8114
43861598877;2021-03-03 00:06:19;536,80;5987 6550 1209 8987;PAYMENT;SUCCESS;P1113
43861599037;2021-03-03 00:06:27;5961,80;2784 4402 4518 9428;PAYMENT;SUCCESS;P6949
43861599730;2021-03-03 00:06:32;600,00;2854 2539 2430 1735;DEPOSIT;SUCCESS;A3939
43861600589;2021-03-03 00:06:37;2702,20;2225 2098 4173 2524;PAYMENT;SUCCESS;P3814
43861601089;2021-03-03 00:06:46;2400,00;5273 5585 7959 5548;WITHDRAW;SUCCESS;A2822
43861601862;2021-03-03 00:06:49;6048,70;4243 6488 4324 6675;PAYMENT;SUCCESS;P6759
43861602352;2021-03-03 00:06:54;1700,00;4313 4214 1150 6198;WITHDRAW;SUCCESS;A7800
43861602896;2021-03-03 00:06:57;5500,00;2184 6515 5346 6354;WITHDRAW;REJECT;A3786
43861603304;2021-03-03 00:07:03;4752,20;2532 6974 2674 2795;PAYMENT;SUCCESS;P9889
43861603507;2021-03-03 00:07:07;7824,30;4709 4592 6306 2366;PAYMENT;REJECT;P9606
43861603956;2021-03-03 00:07:17;7057,40;5597 8185 3602 8468;PAYMENT;SUCCESS;P4705
43861604495;2021-03-03 00:07:23;6600,00;2656 3722 2133 8655;DEPOSIT;SUCCESS;A7800
43861605462;2021-03-03 00:07:32;9700,00;4519 8419 3794 1151;DEPOSIT;SUCCESS;A1882
43861605669;2021-03-03 00:07:42;200,00;2225 2098 4173 2524;DEPOSIT;SUCCESS;A4902
43861605729;2021-03-03 00:07:45;3883,30;4261 4031 7274 3581;PAYMENT;SUCCESS;P8663
43861605840;2021-03-03 00:07:48;2600,00;5685 1643 3394 3714;DEPOSIT;SUCCESS;A6766
43861606351;2021-03-03 00:07:51;4942,00;2877 6917 8478 6954;PAYMENT;SUCCESS;P3317
43861606610;2021-03-03 00:07:55;6892,60;4231 4627 6468 8696;PAYMENT;SUCCESS;P2230
43861606763;2021-03-03 00:07:58;600,00;5977 4718 2395 1826;WITHDRAW;REJECT;A6755
43861607753;2021-03-03 00:08:00;6900,00;4243 6488 4324 6675;WITHDRAW;SUCCESS;A3174
43861608382;2021-03-03 00:08:09;5531,50;2301 4248 3167 6425;PAYMENT;SUCCESS;P4705
43861609131;2021-03-03 00:08:10;3657,40;2357 4514 4518 4253;PAYMENT;SUCCESS;P3218
43861610028;2021-03-03 00:08:12;627,80;4809 2924 9538 9622;PAYMENT;SUCCESS;P6541
43861610644;2021-03-03 00:08:13;4000,00;4601 7811 1351 3015;DEPOSIT;SUCCESS;A8454
43861610822;2021-03-03 00:08:21;8600,00;2184 5218 2570 8401;WITHDRAW;REJECT;A1642
43861611726;2021-03-03 00:08:29;8137,90;2212 8320 8266 8421;PAYMENT;SUCCESS;P6946
43861612612;2021-03-03 00:08:34;5589,90;4221 9345 2685 9938;PAYMENT;SUCCESS;P5930
43861613033;2021-03-03 00:08:41;8645,80;2498 6953 9313 2613;PAYMENT;SUCCESS;P8946
43861613510;2021-03-03 00:08:49;1236,70;5561 5823 9271 3878;PAYMENT;SUCCESS;P4478
43861613831;2021-03-03 00:08:59;2365,30;2212 8320 8266 8421;PAYMENT;SUCCESS;P6946
43861614673;2021-03-03 00:09:01;6455,40;4630 9008 2899 2308;PAYMENT;SUCCESS;P2585
43861615033;2021-03-03 00:09:02;6800,00;4296 9054 7346 2895;WITHDRAW;SUCCESS;A8966
43861615785;2021-03-03 00:09:08;7708,90;2569 2920 7434 6127;PAYMENT;SUCCESS;P5456
43861616251;2021-03-03 00:09:10;2600,00;5506 2578 7002 7224;WITHDRAW;REJECT;A9878
43861617099;2021-03-03 00:09:18;8083,80;4215 1832 9375 5313;PAYMENT;SUCCESS;P9978
43861617130;2021-03-03 00:09:28;4200,00;2880 8459 2898 1782;DEPOSIT;SUCCESS;A5301
43861617855;2021-03-03 00:09:32;6400,00;2644 4469 1396 9953;WITHDRAW;SUCCESS;A6069
43861618396;2021-03-03 00:09:38;5900,00;2424 2804 5385 7964;WITHDRAW;SUCCESS;A4956
43861618926;2021-03-03 00:09:43;539,10;5342 7470 8551 2896;PAYMENT;SUCCESS;P8225
43861619649;2021-03-03 00:09:53;2895,40;2216 1838 4362 6526;PAYMENT;SUCCESS;P6759
43861620289;2021-03-03 00:09:58;4900,00;2714 8073 9433 4375;DEPOSIT;SUCCESS;A9314
43861620632;2021-03-03 00:10:00;5422,80;2811 2188 1259 5786;PAYMENT;SUCCESS;P2829
43861621082;2021-03-03 00:10:09;6100,00;4296 9054 7346 2895;DEPOSIT;SUCCESS;A8966
43861621671;2021-03-03 00:10:18;10000,00;4770 2998 9499 6994;DEPOSIT;SUCCESS;A6766
43861622005;2021-03-03 00:10:19;9300,00;5400 5072 1464 2202;WITHDRAW;SUCCESS;A6755
43861622843;2021-03-03 00:10:24;3268,40;5165 2868 7197 8121;PAYMENT;SUCCESS;P1203
43861623308;2021-03-03 00:10:29;1431,20;2716 2475 1333 2681;PAYMENT;SUCCESS;P8410
43861623614;2021-03-03 00:10:38;5824,90;2784 4402 4518 9428;PAYMENT;SUCCESS;P3218
43861623762;2021-03-03 00:10:42;7300,00;5400 5072 1464 2202;WITHDRAW;SUCCESS;A6204
43861624318;2021-03-03 00:10:51;3600,00;2222 7550 5577 7511;DEPOSIT;SUCCESS;A1641
43861624835;2021-03-03 00:10:55;4200,00;5916 5383 9079 2715;WITHDRAW;REJECT;A8725
43861625555;2021-03-03 00:10:56;1985,30;5467 2148 6518 4288;PAYMENT;SUCCESS;P2250
43861626014;2021-03-03 00:11:04;9404,10;2877 6917 8478 6954;PAYMENT;SUCCESS;P9862
43861627005;2021-03-03 00:11:14;1600,00;5721 9627 7209 2538;DEPOSIT;SUCCESS;A5602
43861627176;2021-03-03 00:11:16;3200,00;4833 8834 8453 9638;DEPOSIT;SUCCESS;A7985
43861627215;2021-03-03 00:11:23;9900,00;4606 2103 9690 8252;WITHDRAW;SUCCESS;A1099
43861627628;2021-03-03 00:11:26;8230,30;5721 9627 7209 2538;PAYMENT;SUCCESS;P1778
43861628177;2021-03-03 00:11:32;5800,00;4313 4214 1150 6198;DEPOSIT;SUCCESS;A7800
43861628432;2021-03-03 00:11:42;430,60;4542 1014 1743 8082;PAYMENT;SUCCESS;P6958
43861629313;2021-03-03 00:11:44;3709,70;5342 7470 8551 2896;PAYMENT;SUCCESS;P5262
43861630019;2021-03-03 00:11:45;4025,60;5265 8251 2877 1828;PAYMENT;SUCCESS;P1594
43861630868;2021-03-03 00:11:51;7627,00;4231 4627 6468 8696;PAYMENT;SUCCESS;P5930
43861631376;2021-03-03 00:11:53;5500,00;4938 5503 4877 6080;DEPOSIT;REJECT;A3800
43861632339;2021-03-03 00:12:02;9363,80;2532 6974 2674 2795;PAYMENT;SUCCESS;P9889
43861633112;2021-03-03 00:12:11;2711,40;5561 5823 9271 3878;PAYMENT;SUCCESS;P7869
43861633809;2021-03-03 00:12:13;3000,00;2711 6654 6963 4653;WITHDRAW;SUCCESS;A7859
43861634566;2021-03-03 00:12:18;6613,60;2716 2475 1333 2681;PAYMENT;SUCCESS;P4853
43861635315;2021-03-03 00:12:27;9600,00;5467 2148 6518 4288;WITHDRAW;SUCCESS;A9007
43861635687;2021-03-03 00:12:31;7600,00;2696 7847 9960 9133;WITHDRAW;SUCCESS;A7800
43861636184;2021-03-03 00:12:34;3000,00;2292 2919 2374 9191;DEPOSIT;SUCCESS;A9878
43861637126;2021-03-03 00:12:36;2686,40;5562 6081 4843 5572;PAYMENT;SUCCESS;P1178
43861637147;2021-03-03 00:12:40;4000,00;5295 8574 3984 4700;WITHDRAW;SUCCESS;A3275
43861637938;2021-03-03 00:12:44;8128,50;4336 1862 9716 9542;PAYMENT;SUCCESS;P9889
43861638203;2021-03-03 00:12:54;2000,00;2714 5267 7278 9344;DEPOSIT;SUCCESS;A6755
43861638458;2021-03-03 00:12:56;9046,20;5454 4572 2437 8978;PAYMENT;SUCCESS;P8262
43861639403;2021-03-03 00:12:59;5018,30;2350 4674 8155 9691;PAYMENT;SUCCESS;P3451
43861639696;2021-03-03 00:13:02;7800,00;2184 5218 2570 8401;DEPOSIT;SUCCESS;A6659
43861640278;2021-03-03 00:13:03;9000,00;2212 8320 8266 8421;WITHDRAW;SUCCESS;A3763
43861640361;2021-03-03 00:13:11;3500,00;5380 3980 6281 8665;WITHDRAW;SUCCESS;A8454
43861641007;2021-03-03 00:13:13;3200,00;4394 1011 3271 7516;DEPOSIT;REJECT;A5128
43861641741;2021-03-03 00:13:15;8300,00;2656 3722 2133 8655;DEPOSIT;SUCCESS;A7800
43861642040;2021-03-03 00:13:21;6824,30;4709 4592 6306 2366;PAYMENT;SUCCESS;P9606
43861642826;2021-03-03 00:13:25;3400,00;5817 5267 1135 9080;DEPOSIT;SUCCESS;A2758
43861643277;2021-03-03 00:13:30;168,80;4851 3365 4950 5342;PAYMENT;SUCCESS;P9862
43861643725;2021-03-03 00:13:37;3600,00;2644 4469 1396 9953;WITHDRAW;SUCCESS;A6069
43861643853;2021-03-03 00:13:40;10000,00;4313 4214 1150 6198;DEPOSIT;SUCCESS;A7800
43861644070;2021-03-03 00:13:46;3080,70;4851 3365 4950 5342;PAYMENT;SUCCESS;P9862
43861644330;2021-03-03 00:13:50;8800,00;2979 3180 6757 7577;WITHDRAW;SUCCESS;A1882
43861644427;2021-03-03 00:13:59;2610,20;4980 6330 7959 3914;PAYMENT;SUCCESS;P1113
43861644698;2021-03-03 00:14:09;7000,00;4336 1862 9716 9542;WITHDRAW;SUCCESS;A5532
43861645104;2021-03-03 00:14:12;4200,00;4634 6533 9709 3739;WITHDRAW;SUCCESS;A5235
43861645260;2021-03-03 00:14:21;632,40;4231 4627 6468 8696;PAYMENT;SUCCESS;P5839
43861645329;2021-03-03 00:14:23;3000,00;2947 2000 9410 9746;DEPOSIT;SUCCESS;A8616
43861645857;2021-03-03 00:14:30;8600,00;5295 8574 3984 4700;DEPOSIT;SUCCESS;A3275
43861645914;2021-03-03 00:14:39;600,00;5120 4180 7085 4814;WITHDRAW;SUCCESS;A3961
43861646381;2021-03-03 00:14:44;8000,00;2121 3653 4477 1121;WITHDRAW;SUCCESS;A3786
43861647099;2021-03-03 00:14:47;9900,00;4261 4031 7274 3581;DEPOSIT;SUCCESS;A1096
43861648076;2021-03-03 00:14:51;2300,00;4938 5503 4877 6080;WITHDRAW;SUCCESS;A8725
